-4.7055318403442969,-357.5014675689714068,-1338.7119600917553726,-1912.9801349688282244,-2021.4552513217904561,-1876.4499488720068712,-2058.7812498916578079,-2854.7455170098751296,-2768.1656330351165707,-2994.2173946232283015,-3018.2118126684199524,-3575.4972063361724395,-3578.1246588290309774,-3869.0104766939684851,-4037.4757670929498090,-4301.6205434640241947,-4608.5194036871571370,-4621.2429103061831484,-4977.5976591234884836,-6086.5065445533691673,-6519.3426204079341915,-6173.0324877768798615,-6393.6006798019134294,-6950.2472407046116132,-6865.8139121944377621,-7141.9083055929168040,-7560.8868445835541934,-8038.7115210696356371,-8368.9839683315185539,-8645.7764405369816814
-4.6280615067038147,-339.3542762312079617,-1258.9439218362495012,-1824.8103461719272218,-1967.1670509547739130,-1865.0748261196174553,-2047.4069324501015217,-2793.2716111312247449,-2746.6260491888797333,-2972.6841860665222157,-3013.6129991715283722,-3537.0232232565572303,-3564.4907657049739100,-3848.0224805631128220,-4021.7092392451750129,-4280.0833927841695186,-4580.2081048238342191,-4613.2559414417282824,-4953.7993029408416987,-5990.3190011337046599,-6432.3019347743138496,-6158.2595451419929304,-6376.5790583476618849,-6904.0316340821136691,-6854.4387869544434579,-7122.9578142872196622,-7524.6652528813383469,-7986.6802473258321697,-8319.2098024848546629,-8627.6192030304864602
-4.5514541577987071,-330.4320385548274430,-1219.7417120775101012,-1781.6050997357490360,-1940.5482700888171621,-1859.4648312480269396,-2041.7971010573905914,-2762.9986032737374444,-2736.0401190666707407,-2962.0995541579682140,-3011.3202948907505743,-3518.1453646582422152,-3557.7750072251928941,-3837.5977374895442154,-4013.8594042651843665,-4269.4979566302936291,-4566.3058178727851555,-4609.3045912849638626,-4942.1076087960645964,-5943.1056084323045070,-6389.6495171912465594,-6150.9803935796935548,-6368.2047410812019734,-6881.3207215853544767,-6848.8287897812715528,-7113.5603750796599343,-7506.8918590020057309,-7961.1668552298297072,-8294.8018364912604738,-8618.6856233848084230
-4.4757881943394171,-324.2658232014389910,-1192.6892223101283435,-1751.8307069589016010,-1922.1946435281217873,-1855.5771885605038278,-2037.9095285251380574,-2742.0779904968994742,-2728.7262493250555053,-2954.7862417159808501,-3009.7168037921755968,-3505.1216732039747512,-3553.1259806801494960,-3830.3614044532505432,-4008.3943866958998115,-4262.1842987867903503,-4556.7081971909483400,-4606.5590237928299757,-4934.0323550063385483,-5910.5311671518966250,-6360.2557966601598309,-6145.9393223413117084,-6362.4136758571630708,-6865.6485673054739891,-6844.9411446453686949,-7107.0455783321940544,-7494.6289938816689755,-7943.5744517642606297,-8277.9706721366455895,-8612.5070080164441606
-4.4011491383890311,-319.4449704003873762,-1171.5731352218895154,-1728.6101163711384743,-1907.8742775753582919,-1852.5302598493647110,-2034.8626387217891534,-2725.7301427941461043,-2723.0092555779042414,-2949.0695569249219261,-3008.4499185934919296,-3494.9548796490626046,-3549.4857041689406287,-3824.6897090767383816,-4004.0964596985609205,-4256.4674224736572796,-4549.2113819815094757,-4604.4021161963146369,-4927.7220133421214996,-5885.1035179437703846,-6337.3318717024403668,-6141.9901291565956853,-6357.8833981674042661,-6853.4142575929372470,-6841.8942132850843336,-7101.9434442987931106,-7485.0552391107994481,-7929.8473445880026702,-8264.8368325746178016,-8607.6726476623225608
-4.3276302799835298,-315.4218552271547651,-1153.9775766530344754,-1709.2733126637972418,-1895.9441375018502640,-1849.9817762438231057,-2032.3141797926441541,-2712.0955571997051265,-2718.2387751117339576,-2944.2992722304379640,-3007.3827663577308158,-3486.4812665692779774,-3546.4434434958093334,-3819.9486356259458262,-4000.4912000075050855,-4251.6970164073136402,-4542.9597108178468261,-4602.5942975813923113,-4922.4577557236634675,-5863.9128941908311390,-6318.2419537320383824,-6138.6877918648388004,-6354.1004848547054280,-6843.2182999925926197,-6839.3457267999583564,-7097.6806105926552846,-7477.0752073570301945,-7918.4109252574216953,-8253.8941395413803548,-8603.6348350706066412
-4.2553333824213571,-311.9259105252791073,-1138.7075056781341118,-1692.5008461666807307,-1885.5922870264225821,-1847.7626223216525432,-2030.0950428774651755,-2700.2538975590073278,-2714.0934386251283286,-2940.1540704781264139,-3006.4477342640657298,-3479.1257602882210449,-3543.7962490331497065,-3815.8236676011911186,-3997.3437362255062908,-4247.5517311195089860,-4537.5303492955208640,-4601.0172038192649779,-4917.8843786281231587,-5845.5209429465558060,-6301.6835079234051591,-6135.8123855377889413,-6350.8112384633650436,-6834.3687154194476534,-6837.1265697423068559,-7093.9729700982579743,-7470.1476069797872697,-7908.4870766383910450,-8244.3982965550694644,-8600.1229074034708901
-4.1843694515368863,-308.8034883138990949,-1125.0835708238114421,-1677.5431879682437284,-1876.3575051357963730,-1845.7767532785394451,-2028.1091862395564931,-2689.6817208094385023,-2710.3907090171987875,-2936.4514389504579412,-3005.6064390467272460,-3472.5616942269234642,-3541.4288554618660783,-3812.1356487705970721,-3994.5205140570205913,-4243.8490387803840349,-4532.6831163055521756,-4599.6036208682553479,-4913.8001244322094863,-5829.1103517686860869,-6286.9166145954723106,-6133.2389744907441127,-6347.8715645283009508,-6826.4722817583560754,-6835.1406972824070181,-7090.6588506606467490,-7463.9649675285154444,-7899.6337911931150302,-8235.9265102575282071,-8596.9831111327621329
-4.1148595747526997,-305.9589452950975215,-1112.6824262143991291,-1663.9335279214112688,-1867.9525505090257411,-1843.9643742933401427,-2026.2968166840375943,-2680.0527040805523029,-2707.0169208658530806,-2933.0777251523895757,-3004.8349996228525924,-3466.5856315281939715,-3539.2694967140505469,-3808.7727733438014184,-3991.9383157757179106,-4240.4752788819841953,-4528.2684419801735203,-4598.3117107696689345,-4910.0793564629129833,-5814.1719456923347025,-6273.4804487075571160,-6130.8897455257629190,-6345.1917409729558130,-6819.2840455585810560,-6833.3283145723908092,-7087.6374456320454556,-7458.3358104736635141,-7891.5757951166860948,-8228.2154747329714155,-8594.1196881686682900
-4.0469358362280374,-303.3287229074311995,-1101.2223917899725620,-1651.3614142755905050,-1860.1864028812551624,-1842.2857406922018981,-2024.6181904797672360,-2671.1496517762334406,-2703.8965000868174684,-2929.9573624920130896,-3004.1175575950414895,-3461.0622898884062124,-3537.2704660236581731,-3805.6605729249977230,-3989.5417934696579323,-4237.3548801878059749,-4524.1868713438907434,-4597.1136719808382622,-4906.6385385412422693,-5800.3669997754432188,-6261.0685392824816518,-6128.7129483507969780,-6342.7121183918034149,-6812.6410803507351375,-6831.6496769097284414,-7084.8416642714064437,-7453.1328081281280902,-7884.1300280751802347,-8221.0900897942265146,-8591.4689557427645923
