-inf,-10542.8012902927021059,-10137.0161185024753649,-9755.4988150437948207,-9568.3009316303850937,-9361.6723623670841334,-8853.9570798733602714,-8569.6047821260799537,-8129.8194656047735407,-7670.6040925014476670,-7148.2450071822813698,-6757.1748793669557926,-6399.9622982174341814,-6018.4634822182906646,-5593.2479997761129198,-5294.3613953306048643,-4825.4276179949029029,-4584.7923341654577598,-4285.8678559727650281,-3850.9387894698975288,-3318.9364942095812694,-3049.1560475582846266,-2716.2235100410644009,-2499.8779337303371904,-2176.6666923645420866,-1702.8791772429844968,-1340.8140935767094106,-964.3154988522152280,-490.2660177685402232,0.0000000000000000
-inf,-10541.6676636684642290,-10135.8824918782374880,-9754.3651884195587627,-9567.1673050061472168,-9360.5387357428480755,-8852.8234532491242135,-8568.4711555018420768,-8128.6858389805402112,-7669.4704658772134280,-7147.1113805580480403,-6756.0412527427224632,-6398.8286715931990329,-6017.3298555940564256,-5592.1143731518777713,-5293.2277687063715348,-4824.2939913706686639,-4583.6587075412244303,-4284.7342293485307891,-3849.8051628456641993,-3317.8028675853483946,-3048.0224209340508423,-2715.0898834168310714,-2498.7443071061034061,-2175.5330657403083023,-1701.7455506187511673,-1339.6804669524753990,-963.1818722279816711,-489.1323911443065526,0.0000000000000000
-inf,-10541.1097339188891056,-10135.3245621286623646,-9753.8072586699800013,-9566.6093752565702744,-9359.9808059932729520,-8852.2655234995472711,-8567.9132257522651344,-8128.1279092309596308,-7668.9125361276328476,-7146.5534508084692789,-6755.4833229931427923,-6398.2707418436202715,-6016.7719258444776642,-5591.5564434022990099,-5292.6698389567918639,-4823.7360616210889930,-4583.1007777916447594,-4284.1762995989520277,-3849.2472330960845284,-3317.2449378357682690,-3047.4644911844707167,-2714.5319536672509457,-2498.1863773565237352,-2174.9751359907286314,-1701.1876208691710417,-1339.1225372028952734,-962.6239424784017729,-488.5744613947265407,0.0000000000000000
-inf,-10540.7234629957092693,-10134.9382912054825283,-9753.4209877468019840,-9566.2231043333940761,-9359.5945350700949348,-8851.8792525763710728,-8567.5269548290889361,-8127.7416383077834325,-7668.5262652044566494,-7146.1671798852921711,-6755.0970520699656845,-6397.8844709204431638,-6016.3856549213014659,-5591.1701724791228116,-5292.2835680336156656,-4823.3497906979118852,-4582.7145068684676517,-4283.7900286757749200,-3848.8609621729083301,-3316.8586669125920707,-3047.0782202612949732,-2714.1456827440752022,-2497.8001064333475369,-2174.5888650675528879,-1700.8013499459952982,-1338.7362662797195298,-962.2376715552255746,-488.1881904715506835,0.0000000000000000
-inf,-10540.4206696310047846,-10134.6354978407780436,-9753.1181943820974993,-9565.9203109686877724,-9359.2917417053868121,-8851.5764592116629501,-8567.2241614643826324,-8127.4388449430762194,-7668.2234718397494362,-7145.8643865205849579,-6754.7942587052584713,-6397.5816775557359506,-6016.0828615565933433,-5590.8673791144146890,-5291.9807746689075429,-4823.0469973332046720,-4582.4117135037604385,-4283.4872353110677068,-3848.5581688082002074,-3316.5558735478848575,-3046.7754268965873052,-2713.8428893793670795,-2497.4973130686398690,-2174.2860717028447652,-1700.4985565812876303,-1338.4334729150123167,-961.9348781905180203,-487.8853971068431292,0.0000000000000000
-inf,-10540.1670812660140655,-10134.3819094757855055,-9752.8646060171049612,-9565.6667226036952343,-9359.0381533403960930,-8851.3228708466722310,-8566.9705730993919133,-8127.1852565780873192,-7667.9698834747605360,-7145.6107981555951483,-6754.5406703402686617,-6397.3280891907470505,-6015.8292731916044431,-5590.6137907494248793,-5291.7271863039186428,-4822.7934089682148624,-4582.1581251387706288,-4283.2336469460778972,-3848.3045804432099430,-3316.3022851828945932,-3046.5218385315970409,-2713.5893010143768151,-2497.2437247036496046,-2174.0324833378545009,-1700.2449682162969111,-1338.1798845500215975,-961.6812898255274149,-487.6318087418526375,0.0000000000000000
-inf,-10539.9457299246132607,-10134.1605581343865197,-9752.6432546757059754,-9565.4453712622962485,-9358.8168019989971071,-8851.1015195052732452,-8566.7492217579911085,-8126.9639052366892429,-7667.7485321333633692,-7145.3894468141988909,-6754.3193189988724043,-6397.1067378493489741,-6015.6079218502063668,-5590.3924394080286220,-5291.5058349625205665,-4822.5720576268176956,-4581.9367737973743715,-4283.0122956046807303,-3848.0832291018123215,-3316.0809338414965168,-3046.3004871901998740,-2713.3679496729791936,-2497.0223733622524378,-2173.8111319964573340,-1700.0236168749001990,-1337.9585332086244307,-961.4599384841303618,-487.4104574004554706,0.0000000000000000
-inf,-10539.7469469844709238,-10133.9617751942423638,-9752.4444717355618195,-9565.2465883221520926,-9358.6180190588529513,-8850.9027365651290893,-8566.5504388178487716,-8126.7651222965423585,-7667.5497491932155754,-7145.1906638740510971,-6754.1205360587246105,-6396.9079549092020898,-6015.4091389100594824,-5590.1936564678808281,-5291.3070520223736821,-4822.3732746866717207,-4581.7379908572274871,-4282.8135126645338460,-3847.8844461616663466,-3315.8821509013505420,-3046.1017042500534444,-2713.1691667328332187,-2496.8235904221055534,-2173.6123490563104497,-1699.8248339347542242,-1337.7597502684784558,-961.2611555439843869,-487.2116744603097231,0.0000000000000000
-inf,-10539.5646815590916958,-10133.7795097688649548,-9752.2622063101844105,-9565.0643228967746836,-9358.4357536334755423,-8850.7204711397516803,-8566.3681733924695436,-8126.5828568711658590,-7667.3674837678399854,-7145.0083984486745976,-6753.9382706333481110,-6396.7256894838255903,-6015.2268734846829830,-5590.0113910425043287,-5291.1247865969971826,-4822.1910092612943117,-4581.5557254318500782,-4282.6312472391573465,-3847.7021807362893924,-3315.6998854759731330,-3045.9194388246764902,-2712.9869013074562645,-2496.6413249967290540,-2173.4300836309339502,-1699.6425685093763605,-1337.5774848431010469,-961.0788901186070916,-487.0294090349320868,0.0000000000000000
-inf,-10539.3948802125723887,-10133.6097084223456477,-9752.0924049636651034,-9564.8945215502553765,-9358.2659522869562352,-8850.5506697932323732,-8566.1983720459502365,-8126.4130555246474614,-7667.1976824213206783,-7144.8385971021562000,-6753.7684692868288039,-6396.5558881373071927,-6015.0570721381645853,-5589.8415896959859310,-5290.9549852504787850,-4822.0212079147759141,-4581.3859240853307710,-4282.4614458926389489,-3847.5323793897709947,-3315.5300841294551901,-3045.7496374781576378,-2712.8170999609378669,-2496.4715236502106563,-2173.2602822844155526,-1699.4727671628579628,-1337.4076834965821945,-960.9090887720884666,-486.8596076884134618,0.0000000000000000
